Month,DayofMonth,Origin,Dest,O_Latitude,O_Longitude,D_Latitude,D_Longitude
5,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,4,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,9,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,19,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,29,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,3,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,8,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,13,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,18,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,23,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
5,28,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
6,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,31,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,4,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,9,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,19,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,29,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,3,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,9,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,19,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,29,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,3,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,8,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,13,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,18,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,23,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,28,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
7,31,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,4,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,9,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,19,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,31,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,4,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,9,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,19,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,29,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,3,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,8,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,13,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,18,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,23,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,28,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
8,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,18,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
9,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,28,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,12,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,31,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
10,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,4,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,9,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,19,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,29,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,7,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,13,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,18,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,24,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
11,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,5,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,10,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,15,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,23,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,28,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,8,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,3,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,8,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,13,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,18,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,23,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,28,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,2,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,8,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,14,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,20,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,25,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,30,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,17,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,22,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,27,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,1,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,6,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,11,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,16,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,21,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,26,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
12,31,SFO,MSP,37.61897222,-122.3748889,44.88195667,-93.22176556
4,12,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
4,17,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
4,22,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
4,27,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
5,2,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
5,7,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
5,12,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
5,17,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
5,22,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
5,27,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
6,1,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
6,6,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
6,11,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
6,16,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
6,21,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
6,26,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,1,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,6,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,11,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,16,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,21,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,26,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
7,31,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
8,5,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
8,10,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
8,15,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
8,20,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
8,25,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
8,30,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
9,4,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
9,9,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
9,14,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
9,19,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
9,24,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
9,29,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
10,4,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
10,9,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
10,14,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
10,19,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
10,24,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
10,29,SFO,MEM,37.61897222,-122.3748889,35.04241667,-89.97666667
1,3,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,3,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,4,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,5,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,5,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,6,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,7,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,7,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,8,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,9,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,9,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,10,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,10,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,11,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,12,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,12,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,13,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,14,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,14,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,15,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,16,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,16,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,17,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,17,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,18,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,19,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,19,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,20,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,21,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,21,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,22,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,22,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,23,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,24,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,24,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,25,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,26,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,26,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,27,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,27,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,28,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,29,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,29,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,30,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,31,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,31,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,3,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,9,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,15,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,21,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,27,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,1,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,6,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,11,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,16,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,21,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,26,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,31,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,5,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,10,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,15,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,20,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,25,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,30,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,4,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,9,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,14,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,19,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,24,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,29,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
1,3,SFO,LAX,37.61897222,-122.3748889,33.94252222,-118.4071611
