Month,DayofMonth,Origin,Dest,O_Latitude,O_Longitude,D_Latitude,D_Longitude
4,27,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,30,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,1,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,1,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,14,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,19,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,24,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
4,29,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,1,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,14,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,19,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,24,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,29,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,31,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,2,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,7,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,12,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,14,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,17,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,19,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,22,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,24,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
5,31,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,2,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,25,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,30,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,25,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
6,30,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,31,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,25,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
7,30,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,1,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,14,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,19,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,24,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,29,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
8,31,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,1,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
9,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,7,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,14,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,12,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,22,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,2,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,7,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,12,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,17,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,22,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,25,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,27,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
10,30,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,5,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,12,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,22,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,2,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,7,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,12,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,14,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,19,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,21,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,25,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
11,30,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,29,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,9,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,16,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,24,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,28,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,1,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,3,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,4,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,6,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,8,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,10,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,11,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,13,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,15,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,17,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,18,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,20,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,22,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,23,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,26,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,27,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,29,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
12,31,PSP,SFO,33.82966667,-116.5066944,37.61897222,-122.3748889
1,5,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
1,13,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
1,25,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
2,2,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
2,9,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
2,17,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
2,29,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
3,8,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
3,15,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
3,23,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
4,5,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
12,21,ASE,SFO,39.22316667,-106.8688611,37.61897222,-122.3748889
1,1,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,6,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,11,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,16,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,21,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,26,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,31,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,5,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,10,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,15,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,20,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,25,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,30,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,4,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,9,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,14,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,19,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,24,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,29,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,3,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,2,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,7,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,12,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,17,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,22,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,27,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,1,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,6,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,11,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,16,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,21,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,26,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,31,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,5,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,10,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,15,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,20,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,25,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
1,30,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,4,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,9,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,14,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,19,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,24,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,29,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,5,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,10,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,15,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,20,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,25,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,1,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,6,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,11,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,16,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,21,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,26,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,14,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,19,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,24,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,29,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,5,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,10,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,15,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,20,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,25,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,1,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,6,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,11,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,16,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,21,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,26,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,2,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,7,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,12,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,17,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,22,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
2,27,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,3,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,8,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,13,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,18,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,23,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,28,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,2,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,7,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,12,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,17,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,22,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,27,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,1,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,6,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,11,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,16,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,21,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,26,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,2,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,7,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,12,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,17,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,22,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,27,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,1,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,6,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,11,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,16,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,21,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,26,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,31,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,5,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,10,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,15,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,20,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,25,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,30,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,4,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,9,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,14,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,19,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,24,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
3,29,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,3,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,8,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,13,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,18,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,23,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,28,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,3,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,8,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
4,13,HNL,SFO,21.31868128,-157.92242869999995,37.61897222,-122.3748889
